category,image,sub_category,product_name,price,about,how_to,ingredients
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1581664764.png,LIPS,Colorfit Ultralight Matte Lipstick,39600,"Wardah Colorfit Ultralight Matte Lipstick diformulasikan menggunakan teknologi color powder pigment sehingga menghasilkan hasil powdery matte yang ringan, halus, dan tetap menjaga kelembabab bibir karena diperkaya dengan vitamin E",Gunakan Wardah Lipbalm atau Lipgloss sebelum menggunanakan lipstick yang bertujuan untuk melembabkan bibir.,"Dimethicone, Isononyl Isononanoate, Ozokerite, Hydrogenated Polyisobutene, Dimethicone Crosspolymer, Hydrogenated Jojoba Oil, Phenyl Trimethicone, Bis-Diglyceryl Polyacyladipate-2, Isohexadecane, Silica, Tridecyl Trimellitate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Isostearyl Isostearate, Phenoxyethanol, Ethylhexylglycerin, BHT, Tocopheryl Acetate, Isopropyl Myristate, Fragrance, Isopropyl Titanium Triisostearate, Stearalkonium Hectorite, Propylene Carbonate, Polyhydroxystearic Acid, Tocopherol.  May Contain :  CI 77891, CI 77492, CI 77491, CI 15850, CI 15850:2, CI 77742, CI 15850:1, CI 77499, CI 77019."
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1575454967.png,EYE,Eyeshadow EyeXpert Passionate,48500,Sapuan warna intens untuk menunjolkan keindahan mata. Dikombinaskan dalam tiga warna sempurna untuk membantu mengekspresikan bentuk terbaik dari matamu. Terbuat dari Microcoated Particle yang nyaman dan lembut saar diaplikasikan. Tersedia dalam 14 kombinasi warna yang sulit untuk dilewatkan ,1. Aplikasikan Wardah Eyeshadow favorite mu ke bagian kelopak mata mu.,
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1575454850.png,EYE,Eyeshadow EyeXpert Classic,48500,Sapuan warna intens untuk menunjolkan keindahan mata. Dikombinaskan dalam tiga warna sempurna untuk membantu mengekspresikan bentuk terbaik dari matamu. Terbuat dari Microcoated Particle yang nyaman dan lembut saar diaplikasikan. Tersedia dalam 14 kombinasi warna yang sulit untuk dilewatkan ,1. Aplikasikan Wardah Eyeshadow favorite mu ke bagian kelopak mata mu.,
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1575450687.png,EYE,Exclusive Eyeshadow Palette Sunset Brown,101500,"Wardah Exclusive Eyeshadow Palette dengan formula intense color, smooth silky texture & blendable, dan longwearing membuat tampilan riasan mata semakin memukau. Eyeshadow yang tersedia dalam 2 varian warna yaitu 01 Sunset Brown dan 02 Rose Glow, yang memiliki formula khusus :","Aplikasikan produk pada kelopak mata dengan menggunakan tap brush., Ratakan produk dengan menggunakan blendable brush.",
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1575450462.png,EYE,Exclusive Eyeshadow Palette Rose Gold,101500,"Wardah Exclusive Eyeshadow Palette dengan formula intense color, smooth silky texture & blendable, dan longwearing membuat tampilan riasan mata semakin memukau. Eyeshadow yang tersedia dalam 2 varian warna yaitu 01 Sunset Brown dan 02 Rose Glow, yang memiliki formula khusus :","Aplikasikan produk pada kelopak mata dengan menggunakan tap brush., Ratakan produk dengan menggunakan blendable brush.",
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1575448722.png,FACE,Blush On D,46000,The Perfect Blush is what you need. Kombinasi dua pigmen warna pilihan yang memiliki kandungan Microcoated Particle membuat pipi merona sempurna dan lebih berseri. Tersedia dalam 4 kombinasi warna yang cantik dan natural sehingga cocok untuk semua warna kulit.,1. Gunakan brush yang tersedia untuk aplikasi pada wajah.,
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1575448691.png,FACE,Blush On C,46000,The Perfect Blush is what you need. Kombinasi dua pigmen warna pilihan yang memiliki kandungan Microcoated Particle membuat pipi merona sempurna dan lebih berseri. Tersedia dalam 4 kombinasi warna yang cantik dan natural sehingga cocok untuk semua warna kulit.,1. Gunakan brush yang tersedia untuk aplikasi pada wajah.,
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1575448643.png,FACE,Blush On B,46000,The Perfect Blush is what you need. Kombinasi dua pigmen warna pilihan yang memiliki kandungan Microcoated Particle membuat pipi merona sempurna dan lebih berseri. Tersedia dalam 4 kombinasi warna yang cantik dan natural sehingga cocok untuk semua warna kulit.,1. Gunakan brush yang tersedia untuk aplikasi pada wajah.,
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1575448614.png,FACE,Blush On A,46000,The Perfect Blush is what you need. Kombinasi dua pigmen warna pilihan yang memiliki kandungan Microcoated Particle membuat pipi merona sempurna dan lebih berseri. Tersedia dalam 4 kombinasi warna yang cantik dan natural sehingga cocok untuk semua warna kulit.,1. Gunakan brush yang tersedia untuk aplikasi pada wajah.,
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1573557775.png,EYE,EyeXpert Perfect Curl Mascara,67500,"Dengan Curl Lock Power untuk bulu mata yang lebih tebal, panjang, dan lentik sempurna sepanjang hari serta Argan Oil untuk nutrisi bulu mata.",Apply the product to your eyelashes.,
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1586778880.png,FACE,Lightening Powder Foundation,54000,"Say no more to unmatched shades! Formulated with Microbright Formula, UV Protection and 12-Hour-Long-Lasting Formula, this is what you need for! Available in 7 shades.",Apply the product evenly by tapping using the sponge.,"Mica, Talc, Aluminum Starch Octenylsuccinate, Dimethicone, Titanium Dioxide, Diisostearyl Malate, Polymethyl Methacrylate, Dimethiconol Stearate, Triethoxycaprylylsilane, Phenoxyethanol, Silica, Ethylhexylglycerin, Hydrogen Dimethicone, Aluminum Hydroxide, Isopropyl Titanium Triisostearate, Methicone, Fragrance, Tocopheryl Acetate, Glycyrrhiza Glabra (Licorice) Root Extract, Tocopherol. May Contain: CI 77891, CI 77492, CI 77491, CI 77499."
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1581667813.png,LIPS,Everyday Moisture Lip Nutrition,27500,"Membuat kulit bibir halus, lembut, tidak pecah-pecah. Dengan tekstur creamy, tidak lengket, dan tidak membuat bibir berminyak serta membuat bibi lembab selama 12 jam.",Olesakn pada bibirmu untuk menjaga kelembapannya,
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1581667553.png,LIPS,Everyday Fruity Sheer Lip Balm,26000,"Lip balm yang membuat kulit bibir halus, lembut, tidak pecah-pecah. dengan tekstur creamy, tidak lengkat, tidak membuat bibir terlihat berminyal. Aroma segar dan menenangkan membuat bibirmu tetap lembab selama 8 jam.",oleskan pada bibir untuk menjaga kelembapannya.,
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1573545862.png,FACE,Exclusive Flawless Cover Cushion,126900,"Cushion dengan hasil natural glow, full coverage finish yang tahan lama hingga 10 jam dan memiliki Non comedogenic formula yang membuat kulitmu cantik cerah bercahaya serta terlindungi dari paparan sinar matahari karena adanya SPF 30 PA+++",Gunakan dengan puff untuk hasil yang maksimal,"Aqua, Cyclopentasiloxane, Ethylhexyl Methoxycinnamate, Butylene Glycol, Polymethylsilsesquioxane, Isodecyl Neopentanoate, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Titanium Dioxide, Triethoxycaprylylsilane, Octyldodecyl Stearoyl Stearate, PEG-10 Dimethicone, Zinc Oxide, Boron Nitride, Magnesium Sulfate, Phenoxyethanol, Propanediol, Ethylhexyl Palmitate, Polysorbate 80, Disteardimonium Hectorite, Polyhydroxystearic Acid, 1, 2-Hexanediol, Silica, Aluminum Hydroxide, Acrylates/Behenyl Acrylate/Dimethicone Methacrylate Copolymer, Acrylates/Ethylhexyl Acrylate/Dimethicone Methacrylate Copolymer, Macadamia Ternifolia Seed Oil, Persea Gratissima (Avocado) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Calendula Officinalis Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Fucus Vesiculosus Extract, Triticum Vulgare (Wheat) Bran Extract, Glycine Soja (Soybean) Oil, Propylene Carbonate, BHT, Linoleic Acid, Disodium EDTA, Dimethicone, Cyclotetrasiloxane, Ethylhexylglycerin, Bisabolol, Tocopherol, Isobornyl Acetate.  May Contain :  CI 77891, CI 77492, CI 77491, CI 77499."
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1573146149.png,EYE,EyeXpert the Volume Expert Mascara,78000,"Jalani hari dengan lebih extra bersama Wardah Volume Expert Mascara! Dengan aplikasi Lash Precision Brush untuk bulu mata extra tebal, extra lentik yang menjangkau hingga sudut mata terdalam. Mengandung Intensified Waterproof Pigments untuk tatapan intens tanpa meninggalkan jejak pada kantong mata. Kilap dan kekuatan bulu mata tetap terjaga berkat nutrisi dari WideLashTM dan Argan Oil.",Aplikasikan pada bulu mata mulai dari pangkal hingga ujungnya dalam gerakan zigzag mengarah luar mata.,"Isododecane, Cyclopentasiloxane, Microcrystalline Wax, Disteardimonium Hectorite, Oryza Sativa Cera, Euphorbia Cerifera (Candelilla) Wax, Cyclohexasiloxane, Trimethylsiloxysilicate, Acrylates/Polytrimethyl Siloxymethacrylate Copolymer, Propylene Carbonate, Dextrin Palmitate, Phenyl Trimethicone, Aqua, Talc, Argania Spinosa Kernel Oil, Butylene Glycol, Silica, Phenoxyethanol, Glycerin, Polyglyceryl-4 Isostearate, Cetyl PEG/PPG-10/1 Dimethicone, Hexyl Laurate, Tocopheryl Acetate, Triethylene Glycol, Panthenol, Biotinoyl Tripeptide-1, CI 77499, CI 77266."
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1573147109.png,EYE,Eye and Lip Make Up Remover,42000,Excellently Clean & Gentle on Eyes. Pembersih khusus eye and lip yang diformulasikan dengan Dual Action Formula & One Wipe Cleansing Power untuk pembersihan secara cepat sekaligus terasa lembut di mata dan bibir tanpa meninggalkan rasa berminyak. Formula alcohol-free sehingga nyaman digunakan dan tidak membuat kulit kering.,"1. Kocok terlebih dahulu dan tuangkan secukupnya pada kapas., 2. Mulailah dari mata. Pejamkan mata dan tempelkan kapas pada kelopak mata., 3. Diamkan selama 10-20 detik., 4. Usap perlahan ke arah bawh untuk mengangkat sisa make up hingga bersih, 5. Lanjutkan ke bagian bibir dengan cara yang sama.",
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1615980662.jpg,EYE,Eyebrow Kit,64500,"All in one kit for your defined eyebrow. Terdiri dari dua warna eyebrow powder yang dapat dikombinasikan sesuai keinginan, juga concelear multi-fungsi yang dapat menyamarkan rambut halus di alis dan mempertegas bentuk alis, dilengkapi dengan mini angled brush untuk aplikasi yang persisi dan mini spoolie brush untuk merapikan rambut alis.","1. Bingkai alis dengan eyebrom powder menggunakan mini angled brush, 2. Warnai alis dengan eyebrow powder sesuai keinginan, 3. Sisir alis dengan mini spoolie brush, 4. Oleskan concealer di sekeliling alis dengan jari untuk mempertegas bentuk alis.","WARDAH Eyexpert Eyebrow (Concealer) : Aluminum Starch Octenylsuccinate, Mineral Oil (Paraffinum Liquidum), Paraffin Wax, Diisostearyl Malate, Microcrystalline Wax, Shea Butter (Butyrospermum Parkii), Beeswax, Isopropyl Myristate, Isopropyl Titanium Triisostearate, BHT, Propylparaben, Fragrance, Aluminum Hydroxide, Hydrogen Dimethicone, Methicone, CI 77891, CI 77492, CI 77491, CI 77499. WARDAH Eyexpert Eyebrow : Mica, Talc, Aluminum Starch Octenylsuccinate, Polyethylene, Polymethyl Methacrylate, Tricaprylin, Zinc Stearate, Triethoxycaprylylsilane, Phenoxyethanol, Hydrogen Dimethicone, Isopropyl Titanium Triisostearate, Methicone, Aluminum HydroxideMay Contain :CI 77491, CI 77492, CI 77499, CI 77891, CI 77266, CI 42090."
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1573542429.png,EYE,Eyeliner Pencil,43000,Wardah Eyeliner Pencil diformulasikan khusus untuk kemudahan aplikasi dan presisi. Mempertegas garis mata secara praktis dan lembut dengan hasil yang natural.,"Aplikasikan dari arah dalam ke luar eyeliner dengan satu tarikan garis untuk hasil sempurna., Tips :, Gunakan Light Concealer pada Wardah Double Kit Function setelah menggunakan Eye Brow yang berfungsi sebagai highlighter di sekitar alis (menegaskan hasil alis yang telah dibuat).","Mica, Caprylic/Capric Triglyceride, Stearyl Dimethicone, Hydrogenated Palm Glycerides, Polyglyceryl-3 Methylglucose, Distearate, Cera Microcristallina, Octadecene, Synthetic Wax, Kaolin, Polyethylene, Tocopherol, Methylparaben, Propylparaben, Talc, Ascorbyl Palmitate. May Contain :CI 77499, CI 77891, CI 77007"
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1636515308.png,EYE,Eyexpert Eyebrow Pencil Brown,34200,Kelembutan dan kemudahan aplikasi pensil eyebrow untuk mempertegas alis mata secara praktis dengan hasil yang natural. Dilengkapi dengan brow brush untuk menyisir alis dan membaurkan warna sehingga didapatkan hasil yang natural. Tersedia dalam 2 varian yang bisa disesuaikan dengan warna alis mata.,"1. Rapikan alis dengan brow brush., 2. Goreskan perlahan Eyebrow mulai dari tengah alis ke ujung belakang., 3. Isi bagian dalam alis, 4. Ratakan warna ke depan dengan brow brush sampai terbentuk alis yang sempurna.","Stearic Acid, Synthetic Japan Wax, Hydrogenated Microcrystalline Cera, Polybutene, Ceresin, Talc, Hydrogenated Castor Oil, Cera Microcristallina, Silica, Tocopherol, Ascorbyl Palmitate, BHT. May contain: CI 77499, CI 77491, CI 77492."
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1573543134.png,FACE,Luminous Compact Powder,44000,Silky Texture for Luminous Skin Finish. Bedak padat yang memiliki kandungan Micro Coated Particle alami menghasilkan make-up halus dan natural. Ringan dan nyaman digunakan sepanjang hari. Dapat digunakan dengan atau tanpa foundation.,Aplikasikan secara merata pada wajah dan leher menggunakan spons.,
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1575373206.png,FACE,Lightening Matte Powder,34500,Inovasi Skin Lightening System Microbright Formula dan Oil Contorl Agent. Bedak tabur ringan dengan Microbroght Formula yang membantu mencerahkan serta membuat kulit merasa lebih halus.,Tepukkan bedak pada wajah dengan menggunakan spons dan kuas.,"Talc, Corn Starch, Zinc Oxide, Zinc Stearate, Titanium Dioxide, Phenoxyethanol, Dimethicone, Ethylhexylglycerin, Aluminum Hydroxide, Hydrogen Dimethicone, Fragrance, Tocopherol, Glycyrrhiza Glabra (Licorice) Root Extract. May Contain : CI 77492, CI 77491, CI 77499."
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1575284269.png,FACE,Lightening BB Cake Powder,59500,"Katakan bye-bye pada kilap berlebih wajahmu dan sapa rona cerahmu dengan Wardah Lightening BB Cake Powder! Bedak padat SPF 15 PA++ dengan Oil-Balancing Beads dan Lightfilter Fillers yang meKatakan bye-bye pada kilap berlebih wajahmu dan sapa rona cerahmu dengan Wardah Lightening BB Cake Powder! Bedak padat SPF 15 PA++ dengan Oil-Balancing Beads dan Lightfilter Fillers yang membuat kulit wajah normal-berminyak tampak bebas kilap, matte, cerah sepanjang hari. Diperkaya dengan Licorice Extract dan Vitamin B3 yang dikenal membantu proses pencerahan kulit wajah natural. Tersedia dalam 3 varian warna Sheer Pink, Light Beige, dan Ivory yang pas untuk setiap rona kulit beauty believer di dalam dirimu! Buat kulit wajah normal-berminyak tampak bebas kilap, matte, cerah sepanjang hari. Diperkaya dengan Licorice Extract dan Vitamin B3 yang dikenal membantu proses pencerahan kulit wajah natural.","Usapkan lembut pada seluruh wajah, terutama T-Zone setelah menggunakan Wardah Lightening BB Cream.","Talc, Titanium Dioxide, Ethylhexyl Methoxycinnamate, Silica, Isopropyl Myristate, Nylon-12, Octyldodecanol, Dipentaerythrityl Hexahydroxystearate/Hexastearate/Hexarosinate, Zinc Oxide, PCA Dimethicone, Phenoxyethanol, Hydrogen Dimethicone, HDI/Trimethylol Hexyllactone Crosspolymer, Dimethicone, Polymethyl Methacrylate, Ethylhexylglycerin, Triethoxycaprylylsilane, Aluminum Hydroxide, Glycyrrhiza Glabra (Licorice) Root Extract, Methicone, Silicon Dioxide (Silica), Fragrance, Tocopheryl Acetate, Tocopherol.May Contain :CI 77491, CI 77492, CI 77499"
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1573543019.png,FACE,Luminous TWC,50500,"Silky Texture for Luminous Skin Finish. Perpaduan bedak dan foundation diformulasikan dengan Micro Coated Particle meratakan dan menyamarkan noda di wajah. Tekstur lembut dan ringan menghasilkan warna kulit lebih merata, tampak alami, dan bebas kilap. Dilengkapi dengan Vitamin E sebagai moisturizer dan antioksidan.",Aplikasikan secara merata pada wajah dan leher menggunakan spons.,"Talc, Mica, Polymethyl Methacrylate, Diisostearyl Malate, Dimethicone, Nylon-12, Squalane, Dimethiconol Stearate, Silica, Hydrogen Dimethicone, Quaternium-15, Fragrance, Methicone, Tocopheryl Acetate, Aluminum Hydroxide, Methicone May contain: CI 77891, CI 77492, CI 77491, CI 77499"
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1573543540.png,FACE,Luminous Face Powder,43000,"Silky Texture for Luminous Skin Finish. Face Powder non-comedogenic yang ringan mengandung Micro Coated Particle sehingga membuat tata rias lebih tahan lama natural di kulit wajah dengan hasil akhir matte. Berperan sebagai oil control dalam menyerap minyak berlebih. Dapat digunakan dengan atau tanpa foundation, dan juga sebagai sentuhan akhir make-up.",Aplikasikan secara merata pada wajah dan leher menggunakan spons.,"Talc, Mica, Kaolin, Corn (Zea Mays) Starch, Zinc Stearate, Silica, Isopropyl Myristate, Hydrogen Dimethicone, Quaternium-15, Methicone, Fragrance, Aluminum Hydroxide May contain: CI 77891, CI 77492, CI 77491, CI 77499"
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1629426670.png,FACE,Luminous Liquid Foundation,40000,Even out skin tone & Covers Imperfections. Liquid Foundation dengan tekstur ringan diformulasikan untuk membantu menyamarkan warna kulit tidak merata dan melindungi dari pengaruh buruk sinar matahari. Tidak lengket dan nyaman digunakan setiap hari.,"1. Oleskan tipis merata ke arah bawah searah bulu halus di wajah, 2. Gunakan kuas khusus foundation atau langsung dengan jari tangan, 3. Aplikasikan ke seluruh wajah, dimulai dari dahi, pipi, dan diakhiri pada bagian dagu., Tips :, Bagi kulit kering, gunakan Moisturizer dari Wardah Skin Care Series terlebih dahulu. Setelah pemakaian Foundation, gunakan Wardah Powder untuk hasil akhir optimal matte-finish.","Aqua, Dimethicone, Cyclotetrasiloxane, Cyclopentasiloxane, Glycerin, Octamethylcyclotetrasiloxane, Mica, PEG/PPG-20/15, Polymethyl Methacrylate, Sodium Chloride, Decamethylcyclopentasiloxane, Sorbitan Oleate, Dimethicone Crosspolymer, Fragrance, Methylparaben, Propylparaben, Hydrogen Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethiconol, Aluminum Hydroxide, Methicone. May Contain :CI 77891, CI 77492, CI 77491, CI 77499"
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1583803517.png,FACE,Luminous  Creamy Foundation,38000,"Smooth and Light Feel, Looks Like Second Skin. Creamy Foundation Light Feel dengan tekstur ringan, lembut. dan membuat make-up natural tahan lama. Memiliki kandungan untuk menyamarkan noda hitam dan bekas jerawat. Tidak membuat kulit mengkilap dan mudah luntur. Cocok untuk digunakan pada hari spesial-mu!","1. Oleskan tipis merata ke arah bawah searah bulu halus di wajah, 2. Gunakan kuas khusus foundation atau langsung dengan jari tangan, 3. Aplikasikan ke seluruh wajah, dimulai dari dahi, pipi, dan diakhiri pada bagian dagu., Tips :, Bagi kulit kering, gunakan Moisturizer dari Wardah Skin Care Series terlebih dahulu. Setelah pemakaian Foundation, gunakan Wardah Powder untuk hasil akhir optimal matte-finish.",
MAKE UP,https://www.wardahbeauty.com/assets/images/dummy.png,"WISUDA UI 2021, FACE",Double Function Kit,53500,"2+1 Flawless Action. Paduan dua warna concealer membantu menyamarkan jerawat, flek, dan kantung mata serta dapat digunakan sebagai highlighter pada daerah mata dan shading wajah untuk penampilan yang sempurna. Dilengkapi dengan eye shadow base untuk tata rias mata yang tahan lama. Tersedia dalam kemasan praktis dan travel-friendly.","1. Pertama, oleskan Dark Concealer pada jerawat/flek/kantung mata sebelum menyapukan bedak., 2. Oleskan pula Eyeshadow Base pada kelopak mata sebelum mengulaskan perona mata., 3. Oleskan Light Concealer disekitar mata dan alis setelah menggunakan perona mata dan pewarna alis., 4. Setelah aplikasi, bersihkan kelebihan powder pada aplikator dengan menggunakan tissue., 5. Bisa juga dibersihkan berkala dengan menggunakan kapas yang sudah dibasahi dengan Wardah Make-Up Remover. Hal ini dilakukan untuk menghindari penumpukkan powder pada aplikator., Tips :, Gunakan Wardah Powder setelah menutupi noda atau flek pada wajah dengan Dark Concealer. Gunakan Wardah Eye Shadow setelah menggunakan Eyeshadow Base. Gunakan Wardah Eye Brow, Maskara, dan/atau Eyeshadow sebelum menggunakan Light Concealer yang berfungsi sebagai highlighter.",
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1583741266.png,FACE,BB Cream Every Day,29000,"Water Break Technology dapat melepaskan bulir-bulir air yang memberikan kesegaran dan efek lembab seketika. Membantu menyamarkan ketidaksempurnaan, warna kulit tidak merata, dan membuat kulit terlihat lebih halus. Kandungan Aloe Vera Extract & Bio-Hyaluronic Acid dapat menutrisi kulit tetap sehat. Kombinasi Witch Hazel extract & Zinc Gluconate berfungsi sebagai oil control, membantu meringkas pori-pori, dan mengatur produksi sebum sehingga kulit tampak bebas kilap lebih lama. Sangat cocok untukmu yang beraktivitas tinggi!","Bagi kulit kering, sebaiknya menggunakan Moisturizer Wardah Skin Care Series yang disesuaikan dengan masalah kulit sebelum menggunakan BB cream. Gunakan Wardah Powder setelah pemakaian BB cream untuk hasil optimal matte-finish., 1. Oleskan tipis merata ke arah bawah searah bulu halus di wajah, 2. Gunakan kuas khusus foundation atau langsung dengan jari tangan, 3. Aplikasikan ke seluruh wajah, dimulai dari dahi, pipi, dan diakhiri pada bagian dagu.",
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1573051378.png,"WISUDA UI 2021, FACE",Exclusive Creamy Foundation,96500,"Precious Satin Finish & Long Wearing Coverage. Creamy Foundation dengan tampilan satin yang dapat menutupi ketidaksempurnaan kulit, memberikan daya cover maksimal, dan meratakan warna kulit. Diformulasikan dengan Titanium Dioxide sebagai UV Protection. Kulit wajah tampak lebih halus, lembut, dan lembab menghasilkan riasan yang menempel menawan dan tahan lama.","1. Oleskan tipis merata ke arah bawah searah bulu halus di wajah, 2. Gunakan kuas khusus foundation atau langsung dengan jari tangan, 3. Aplikasikan ke seluruh wajah, dimulai dari dahi, pipi, dan diakhiri pada bagian dagu., Tips:, Bagi kulit kering, gunakan Moisturizer dari Wardah Skin Care Series terlebih dahulu. Setelah pemakaian Foundation, gunakan Wardah Powder untuk hasil akhir optimal matte-finish.","Dimethicone, Caprylic/Capric Triglyceride, Ethylhexyl Methoxycinnamate, Hydrogenated Polyisobutene, Polymethyl Methacrylate, Mica, Squalane, HDI/Trimethylol Hexyllactone Crosspolymer, Hydrogenated Polycyclopentadiene, Beeswax, Microcrystalline Wax, Methyl Methacrylate Crosspolymer, Nylon-12, Silica, Candelilla (Euphorbia Cerifera) Wax, Paraffin Wax, Stearic Acid, 4-Methylbenzylidene Camphor, Dimethicone/Vinyl Dimethicone Crosspolymer, Isododecane, Cetearyl Dimethicone Crosspolymer, Aluminum Hydroxide, Butyl Methoxydibenzoylmethane, Triethoxycaprylylsilane, Methicone, BHT, Hydrogen Dimethicone, Methylparaben, Propylparaben, Tocopheryl Acetate, Macadamia Ternifolia Seed Oil, Phenoxyethanol, Fragrance, Glycine Soja (Soybean) Oil, Persea Gratissima (Avocado) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Bisabolol, Isobornyl Acetate, Triticum Vulgare (Wheat) Bran Extract, Calendula Officinalis Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Fucus Vesiculosus Extract, Linoleic Acid, TocopherolMay contain:CI 77891, CI 77492, CI 77491, CI 77499"
MAKE UP,https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1573544024.png,FACE,Luminous  Creamy Foundation Extra Cover,40000,"Smooth and Light Feel, Looks Like Second Skin. Creamy Foundation Extra Cover dengan tekstur ringan, lembut. dan membuat make-up extra cover tahan lama. Memiliki kandungan untuk menyamarkan noda hitam dan bekas jerawat. Tidak membuat kulit mengkilap dan mudah luntur. Cocok untuk digunakan pada hari spesial-mu!","1.. Oleskan tipis merata ke arah bawah searah bulu halus di wajah, 2. Gunakan kuas khusus foundation atau langsung dengan jari tangan, 3. Aplikasikan ke seluruh wajah, dimulai dari dahi, pipi, dan diakhiri pada bagian dagu., Tips :, Bagi kulit kering, gunakan Moisturizer dari Wardah Skin Care Series terlebih dahulu. Setelah pemakaian Foundation, gunakan Wardah Powder untuk hasil akhir optimal matte-finish.",
